user_id,content_id,rating,completion_percentage,favorite,date_interacted
2207,236,,28,FALSE,09-01-2024
1710,290,,,TRUE,02-01-2023
3250,433,,28,FALSE,02-02-2023
1953,942,9,,FALSE,10-01-2023
2705,606,8,,FALSE,19-01-2021
4220,466,2,,TRUE,19-09-2022
882,301,,,FALSE,31-03-2025
1767,460,,,FALSE,31-07-2021
4427,1407,4,28,FALSE,29-01-2025
1592,1298,9,18,FALSE,27-05-2024
2897,201,1,92,FALSE,09-12-2020
4606,1170,,,TRUE,19-11-2023
1384,1107,9,,FALSE,24-11-2021
1103,1184,5,,FALSE,02-04-2022
706,1400,,,FALSE,22-09-2025
3139,513,,,FALSE,16-12-2022
1469,1173,5,,FALSE,14-05-2020
319,1134,,,FALSE,04-09-2024
3726,914,,,FALSE,17-03-2024
4937,495,,64,FALSE,14-05-2025
1088,659,4,27,FALSE,30-05-2022
3382,945,,,FALSE,27-04-2021
4713,755,,55,FALSE,10-01-2025
1486,1234,5,24,FALSE,18-03-2020
1140,884,4,,TRUE,13-12-2022
4249,957,3,,FALSE,21-06-2021
3471,24,,79,FALSE,20-03-2023
922,935,,,FALSE,09-05-2024
4408,1293,6,,FALSE,27-02-2022
4309,209,7,,TRUE,22-02-2023
3655,207,6,,FALSE,26-09-2023
764,987,,56,FALSE,06-07-2021
3154,175,,10,FALSE,03-02-2022
2567,897,8,62,FALSE,20-08-2024
786,519,3,,FALSE,14-04-2023
641,1296,,28,FALSE,18-05-2023
3438,356,7,,FALSE,28-06-2022
4377,833,,,FALSE,25-12-2023
1263,29,8,,FALSE,02-11-2022
3926,1364,,,TRUE,18-03-2021
3556,444,,,FALSE,12-01-2021
2435,1334,,,TRUE,23-10-2020
3034,1326,8,88,FALSE,25-08-2020
761,260,1,70,TRUE,22-02-2024
2476,964,,99,FALSE,07-07-2021
4278,1023,,62,FALSE,22-04-2020
685,282,3,30,TRUE,06-03-2023
42,814,,,FALSE,13-07-2021
528,366,,76,FALSE,21-02-2020
2874,611,,,FALSE,03-11-2023
2500,662,,,FALSE,27-11-2025
469,93,,,FALSE,08-04-2020
380,822,,,FALSE,18-03-2023
3974,8,8,,FALSE,26-11-2022
4772,9,,,FALSE,23-06-2025
2149,711,8,,FALSE,02-11-2020
3318,73,1,,TRUE,29-11-2023
1556,499,,,FALSE,25-12-2022
342,1033,,74,FALSE,03-02-2020
733,290,8,,FALSE,10-07-2025
2445,1235,3,,FALSE,09-10-2022
3383,1234,,,TRUE,17-08-2023
4961,923,2,21,TRUE,02-06-2025
1076,1482,10,,FALSE,12-08-2020
2903,1130,,,FALSE,03-11-2024
1583,133,7,,FALSE,04-07-2024
4091,783,2,,FALSE,10-11-2021
128,568,,50,FALSE,17-05-2021
1914,807,,92,FALSE,06-08-2023
3863,936,2,,TRUE,26-04-2024
3126,1343,,55,FALSE,16-07-2024
4884,636,7,,FALSE,18-07-2024
4338,9,,79,FALSE,07-08-2020
4446,273,1,,FALSE,16-02-2022
1909,228,6,,FALSE,29-06-2021
4467,238,,,FALSE,11-05-2023
1190,43,4,,FALSE,04-01-2021
3076,477,2,,FALSE,09-01-2020
1337,1177,7,,TRUE,30-10-2025
4663,1384,,64,FALSE,03-08-2022
1494,1004,10,,TRUE,03-01-2020
4672,824,,47,FALSE,29-06-2024
2316,1238,,,FALSE,24-12-2020
2615,972,10,,FALSE,14-08-2024
2959,32,1,50,FALSE,06-11-2022
1031,237,,,TRUE,21-01-2023
3503,860,,,FALSE,20-05-2024
3883,467,,,FALSE,04-10-2024
1728,106,2,,TRUE,18-08-2022
3245,643,6,,TRUE,27-05-2021
4259,543,,62,FALSE,27-03-2025
2365,1343,7,,TRUE,16-12-2024
1274,985,1,,FALSE,07-02-2022
1530,195,5,91,FALSE,18-06-2021
221,60,,84,FALSE,16-09-2025
4662,628,,20,FALSE,21-12-2021
810,910,,84,FALSE,09-04-2021
1732,267,,,FALSE,02-12-2021
4868,611,,,TRUE,25-02-2023
4511,1025,,,FALSE,17-03-2021
966,52,4,26,FALSE,24-06-2022
1234,1256,,,FALSE,25-02-2020
3525,202,,76,FALSE,02-10-2023
1343,466,,,FALSE,18-02-2024
2421,1375,9,,TRUE,11-09-2022
4528,1398,3,,FALSE,21-02-2020
394,925,6,82,FALSE,16-03-2021
721,309,,,FALSE,15-02-2025
4789,1474,7,,FALSE,04-02-2023
1178,1025,,,FALSE,23-07-2020
1014,276,6,,FALSE,20-12-2023
4633,634,,,FALSE,02-05-2024
1568,679,,22,FALSE,21-05-2021
2905,1465,,,FALSE,26-07-2024
606,677,,,FALSE,15-10-2025
2211,706,10,15,TRUE,07-06-2023
93,69,,,FALSE,19-02-2022
1796,581,,,TRUE,11-03-2023
2933,485,,,FALSE,10-09-2025
136,1444,1,,FALSE,19-08-2024
1641,417,,,FALSE,02-12-2023
2584,768,,,TRUE,26-07-2021
451,1468,,31,FALSE,09-06-2022
1400,1488,,65,FALSE,02-10-2023
3070,261,,,TRUE,12-01-2025
1265,716,10,,FALSE,10-01-2021
1712,668,2,10,FALSE,20-09-2025
385,1439,9,,FALSE,18-12-2022
2027,988,10,56,FALSE,02-05-2021
3040,900,2,,FALSE,25-10-2022
1078,346,10,,FALSE,25-09-2023
4069,1454,,10,TRUE,09-11-2021
870,882,,,FALSE,29-01-2022
3319,1323,,,TRUE,05-12-2021
1639,1099,,,FALSE,22-06-2025
3934,958,,,FALSE,20-12-2024
533,419,,,FALSE,20-06-2020
4122,20,,,TRUE,18-06-2025
1693,1453,,,FALSE,20-01-2021
4865,830,,45,FALSE,24-09-2023
3504,993,,26,FALSE,20-09-2022
3227,1135,,,FALSE,02-03-2020
899,1491,6,,FALSE,11-08-2025
865,793,,47,FALSE,05-09-2023
1696,1310,,,FALSE,22-07-2025
1450,94,,80,FALSE,11-11-2023
2771,491,,,TRUE,24-10-2024
1666,719,,,FALSE,19-04-2021
1820,1476,,50,TRUE,08-02-2023
307,882,,34,FALSE,19-09-2020
888,1354,,67,FALSE,12-03-2022
1169,663,2,71,TRUE,04-01-2021
3882,529,6,53,FALSE,18-06-2020
4875,461,10,33,FALSE,08-04-2025
3780,253,5,,FALSE,24-05-2022
3544,817,,,FALSE,14-08-2024
2790,1259,5,89,FALSE,21-11-2021
483,347,,84,FALSE,15-10-2020
2758,898,,,FALSE,23-10-2021
709,10,,,FALSE,07-03-2025
1195,535,,,FALSE,10-12-2022
3656,1325,,,TRUE,06-10-2021
630,156,3,,FALSE,17-09-2023
4973,824,,,FALSE,09-01-2025
3694,1229,,47,FALSE,29-09-2025
1938,564,,,FALSE,06-04-2024
1866,253,,,FALSE,13-05-2020
4653,1119,,,FALSE,15-11-2025
1189,1405,,,FALSE,05-08-2021
4032,1252,,58,FALSE,30-06-2022
1503,803,,,FALSE,05-12-2023
1047,1357,9,,FALSE,15-07-2020
857,1374,2,,FALSE,19-07-2020
4013,353,1,,FALSE,15-04-2022
479,525,3,,FALSE,22-05-2024
4865,1212,2,28,FALSE,02-01-2024
2436,1470,,,TRUE,13-03-2024
1680,328,,16,FALSE,22-10-2020
664,414,,,TRUE,18-07-2024
1481,48,10,54,FALSE,07-04-2025
2386,759,6,,FALSE,08-08-2021
3674,354,,13,FALSE,04-10-2025
2011,859,,81,FALSE,22-04-2020
4005,305,,29,FALSE,07-04-2020
1534,1097,,79,FALSE,23-08-2025
1904,433,,,FALSE,07-08-2023
1363,1372,,82,FALSE,02-06-2020
4276,791,,82,FALSE,10-03-2025
547,1193,,,FALSE,12-09-2022
1927,20,,,FALSE,20-09-2021
242,355,,,FALSE,29-06-2024
1837,1322,4,,FALSE,22-01-2020
4967,992,2,,TRUE,27-09-2021
1215,441,3,,FALSE,22-10-2020
3162,909,,,FALSE,16-01-2022
3681,1398,4,,FALSE,05-09-2025
3964,28,,,FALSE,27-11-2020
1435,1228,,,FALSE,29-06-2022
1098,872,,,FALSE,01-11-2020
1496,812,,,FALSE,08-06-2020
317,976,6,32,FALSE,07-04-2025
3649,632,,,FALSE,31-05-2025
3021,490,7,40,FALSE,10-11-2021
3933,743,,,FALSE,11-10-2024
1929,182,6,28,FALSE,05-10-2021
3993,1287,,,FALSE,20-02-2024
236,24,,94,FALSE,22-03-2021
2985,194,,,FALSE,11-05-2025
3547,925,6,,FALSE,18-08-2023
2732,119,,,FALSE,22-11-2021
1638,1396,5,67,FALSE,10-07-2025
1061,1136,,,FALSE,28-09-2023
2820,1381,,,FALSE,13-03-2023
3044,1007,6,,TRUE,01-09-2025
4530,904,,100,FALSE,19-05-2024
2340,655,,,FALSE,10-03-2024
3479,1253,,,FALSE,19-02-2022
2962,799,7,23,TRUE,22-09-2022
2165,831,,60,FALSE,05-12-2025
2037,731,,85,TRUE,23-04-2024
1641,18,,18,FALSE,12-05-2022
4080,1300,,85,FALSE,01-10-2022
2864,875,3,,FALSE,01-02-2023
1042,314,,75,FALSE,19-09-2025
1505,559,10,53,FALSE,31-12-2021
3506,176,,12,TRUE,04-07-2022
1475,112,,,TRUE,05-10-2023
1660,168,,,FALSE,09-08-2024
3538,1262,,63,FALSE,25-05-2024
2439,1088,,19,TRUE,24-08-2020
3801,494,,,FALSE,12-12-2023
4832,588,,16,FALSE,03-12-2024
1949,40,8,,FALSE,10-09-2022
2690,781,,81,FALSE,23-06-2022
3641,1438,,,FALSE,25-12-2022
883,1311,,,TRUE,17-07-2024
1778,391,,,FALSE,17-05-2022
3681,777,,,TRUE,08-10-2021
885,1141,6,,TRUE,10-05-2022
4993,552,,,FALSE,20-02-2022
4386,1348,,,FALSE,12-07-2023
1344,516,,,TRUE,01-06-2024
764,113,,,FALSE,07-01-2020
4748,1355,,,FALSE,19-09-2025
4794,298,,,TRUE,26-03-2021
2756,1138,,,FALSE,13-10-2022
3777,134,,86,FALSE,09-02-2025
1457,1178,,,FALSE,15-03-2021
3522,238,,,FALSE,10-11-2023
3302,308,,,FALSE,24-06-2023
4376,1225,,45,FALSE,28-09-2021
2992,1428,,31,TRUE,21-01-2023
3829,729,6,,FALSE,01-07-2021
1255,1245,,,FALSE,18-03-2023
4359,47,,17,FALSE,26-01-2025
155,293,6,92,FALSE,20-03-2021
2869,264,10,,FALSE,10-02-2020
3802,464,3,54,FALSE,10-06-2025
2779,1345,4,,FALSE,26-06-2024
4945,35,9,,FALSE,08-09-2022
3873,126,1,,FALSE,05-05-2024
1879,681,,,FALSE,09-06-2024
652,1236,,,TRUE,12-06-2021
221,167,9,,FALSE,06-06-2022
1952,493,,,TRUE,06-12-2021
3176,18,,,FALSE,01-05-2021
3467,384,,,FALSE,19-03-2025
1067,989,,21,FALSE,04-06-2024
1412,952,4,,FALSE,03-01-2020
4074,899,,71,FALSE,29-12-2023
3432,1237,,,TRUE,09-08-2024
4232,441,,,FALSE,09-12-2021
1920,1398,,,TRUE,19-11-2023
173,1460,,,FALSE,02-04-2021
569,1389,,,FALSE,09-04-2022
980,30,3,,TRUE,01-06-2021
1989,276,,,FALSE,10-08-2020
4448,732,,65,FALSE,10-10-2024
3033,1373,7,,TRUE,12-01-2020
1678,606,,,FALSE,02-08-2024
766,869,,16,FALSE,23-02-2025
4533,731,5,,TRUE,24-04-2025
3593,253,,,TRUE,30-09-2024
2675,613,8,96,FALSE,01-03-2021
2861,273,5,65,FALSE,10-04-2025
2940,818,,,FALSE,02-09-2025
2618,488,9,,FALSE,01-02-2024
280,1139,,,FALSE,28-11-2020
2304,330,,,FALSE,07-05-2022
229,1102,,,FALSE,24-08-2025
3744,1479,,,FALSE,23-11-2021
1709,1078,9,11,FALSE,19-07-2021
959,57,5,,FALSE,13-02-2022
349,752,,,FALSE,28-05-2021
2099,1106,10,78,FALSE,20-02-2021
2283,461,8,,TRUE,02-06-2022
4865,348,8,,FALSE,01-02-2023
4167,1276,,,FALSE,22-10-2023
1907,1234,,,FALSE,29-03-2023
3277,894,,81,FALSE,30-01-2025
3453,540,5,30,FALSE,26-01-2020
3676,1214,8,,TRUE,14-09-2021
3809,922,10,,FALSE,24-02-2023
3220,1349,,,TRUE,29-08-2025
4567,340,,,TRUE,11-07-2020
4846,493,9,,TRUE,17-09-2025
211,614,,,FALSE,05-09-2025
3343,973,,,TRUE,03-01-2025
4403,640,,,FALSE,09-05-2020
2269,840,,,TRUE,26-12-2020
4921,800,,31,TRUE,12-02-2021
2378,751,,34,TRUE,23-08-2020
872,843,,,FALSE,09-07-2025
4065,831,,,FALSE,25-10-2022
1915,1320,,,TRUE,21-06-2022
3869,140,2,15,FALSE,25-10-2025
415,930,2,,FALSE,14-01-2024
234,1286,,,FALSE,30-05-2021
1580,212,,,FALSE,30-06-2023
4178,1128,5,,FALSE,27-09-2024
4286,1493,,,FALSE,02-03-2023
578,772,,,TRUE,31-01-2021
767,679,,17,TRUE,08-05-2020
3327,388,2,25,FALSE,21-09-2020
3694,1181,,,TRUE,15-02-2024
3524,63,9,,FALSE,19-02-2024
3019,179,,,TRUE,25-08-2020
569,839,,,FALSE,30-12-2021
1521,1036,8,,FALSE,02-07-2025
3692,459,,81,FALSE,02-06-2024
3035,291,2,27,FALSE,24-02-2020
789,1343,4,,TRUE,15-04-2025
2422,1185,,,FALSE,27-12-2022
3871,1463,,,FALSE,24-04-2020
450,1409,,,FALSE,22-08-2020
3373,1076,,,FALSE,16-02-2023
3581,49,,,FALSE,09-07-2024
2470,432,,,FALSE,30-11-2024
932,680,,,FALSE,18-03-2023
1792,764,,28,FALSE,24-08-2024
3706,1268,,,FALSE,17-02-2023
3492,1400,,,FALSE,10-09-2021
1003,825,10,,FALSE,13-07-2024
83,1484,9,,FALSE,07-12-2020
4982,1096,2,,FALSE,22-10-2023
494,987,10,,FALSE,31-01-2024
1960,1448,6,,FALSE,30-07-2021
2562,1497,2,89,FALSE,17-04-2023
1467,487,,,FALSE,17-11-2024
1004,729,1,64,FALSE,18-03-2023
3566,411,2,,FALSE,01-12-2025
2169,1166,,,TRUE,09-10-2023
3129,671,,28,TRUE,30-04-2020
3296,1137,,63,FALSE,18-03-2024
1353,324,,22,FALSE,09-09-2024
3629,710,,,FALSE,31-07-2020
3868,589,,,FALSE,18-09-2020
4678,323,,,TRUE,27-06-2025
2172,805,10,,FALSE,11-05-2022
2299,23,6,,FALSE,21-11-2020
2779,425,7,,FALSE,12-12-2022
4124,563,,98,FALSE,16-08-2022
1680,898,,,TRUE,08-07-2025
2001,379,4,,TRUE,18-02-2020
479,899,,,FALSE,16-12-2024
1551,13,,,TRUE,06-07-2021
3594,147,,,FALSE,22-12-2021
3908,323,,62,FALSE,19-03-2020
1197,868,3,27,TRUE,01-11-2023
1269,280,1,,FALSE,20-09-2020
4696,1182,1,,FALSE,19-09-2020
3454,1034,2,,TRUE,22-03-2021
1754,365,,,FALSE,29-06-2021
1490,617,,88,FALSE,01-05-2024
3456,321,,19,TRUE,02-12-2022
2972,441,2,,FALSE,09-07-2024
4825,362,,,FALSE,29-06-2021
1016,82,,,FALSE,20-12-2022
1663,615,6,,FALSE,07-11-2025
166,96,,,FALSE,27-02-2022
1323,6,5,,FALSE,07-08-2024
4414,680,,,FALSE,14-07-2025
4997,868,,,FALSE,13-11-2020
2014,558,,,FALSE,29-07-2023
4029,533,7,13,FALSE,23-09-2025
140,498,,45,FALSE,21-03-2020
2379,521,,,FALSE,26-11-2025
3066,349,,54,TRUE,22-04-2024
1604,955,,,TRUE,09-12-2021
4374,1153,,,FALSE,05-02-2023
2809,350,,94,FALSE,08-02-2023
3721,366,,,FALSE,22-07-2025
1235,175,,,FALSE,08-12-2023
3297,1414,,47,TRUE,13-06-2025
1903,329,,79,FALSE,28-05-2024
1839,934,6,,TRUE,01-11-2023
858,1171,,85,FALSE,09-07-2020
1073,984,,,TRUE,28-01-2020
741,536,5,,FALSE,11-05-2024
341,1051,,56,FALSE,17-04-2021
470,669,,,FALSE,31-08-2020
3114,1078,9,,FALSE,12-07-2023
4279,81,,,TRUE,19-03-2023
3294,757,,,FALSE,22-01-2025
813,1195,,,FALSE,28-09-2021
2141,1439,,,FALSE,28-03-2022
2862,1257,,25,TRUE,30-07-2020
3451,605,,,TRUE,07-04-2021
198,1229,,21,TRUE,07-09-2023
3518,1331,,,FALSE,01-10-2021
761,948,,,TRUE,29-10-2025
1690,117,8,,FALSE,14-10-2022
290,491,,,FALSE,04-12-2020
4697,1052,,,FALSE,06-06-2022
2663,412,10,,TRUE,13-02-2024
4452,934,10,,TRUE,14-11-2020
3436,647,4,,FALSE,19-05-2022
3010,81,,,FALSE,02-09-2021
2415,642,4,56,TRUE,02-01-2023
2684,186,5,,FALSE,27-12-2020
247,1278,,93,FALSE,29-04-2023
2117,924,4,,FALSE,30-11-2020
4150,98,,,FALSE,01-09-2020
29,1268,,32,FALSE,12-02-2022
520,1064,8,33,FALSE,23-04-2025
4448,1208,3,,FALSE,22-07-2023
394,1186,2,36,FALSE,20-08-2022
1408,659,,,TRUE,31-03-2023
3266,802,,,TRUE,17-06-2025
2990,189,,,FALSE,28-12-2024
4717,917,,56,FALSE,07-11-2024
643,174,,,FALSE,17-02-2022
3547,1097,,,FALSE,25-03-2025
1372,867,,,FALSE,20-08-2022
2905,1358,5,85,FALSE,16-12-2020
4695,720,,,TRUE,06-05-2025
3891,1404,,,FALSE,06-05-2023
3517,834,,,FALSE,01-11-2023
4026,760,8,,FALSE,28-12-2022
4204,989,,,FALSE,17-10-2021
4052,248,,82,FALSE,20-02-2023
2755,203,,,FALSE,15-04-2023
2391,1136,,,FALSE,20-10-2025
3770,754,1,100,FALSE,17-09-2024
4980,360,,81,FALSE,30-09-2020
2336,511,9,70,FALSE,29-07-2021
4930,1133,,,TRUE,06-09-2020
3805,1413,,78,FALSE,03-05-2021
2479,1353,4,,FALSE,12-07-2024
1317,899,8,59,FALSE,20-06-2024
567,18,,,FALSE,28-07-2025
3413,37,,79,TRUE,21-12-2021
1697,101,,,FALSE,18-03-2025
55,533,9,,FALSE,12-12-2021
3588,1283,,,FALSE,23-11-2021
30,1276,,40,FALSE,23-01-2021
4697,1122,,,FALSE,10-01-2023
1957,645,,,FALSE,02-06-2020
3533,1266,,,FALSE,28-04-2025
2125,913,,59,FALSE,30-01-2025
3376,1005,,,FALSE,09-09-2022
2095,594,,,FALSE,05-02-2023
3117,1379,,,FALSE,21-12-2024
4785,480,8,,FALSE,23-07-2025
3221,945,,,FALSE,17-06-2025
4135,743,4,,FALSE,27-02-2022
4973,1201,,95,FALSE,16-02-2022
3740,255,,48,FALSE,02-05-2024
325,809,,,FALSE,30-01-2024
1580,1345,5,,TRUE,13-04-2024
3461,217,7,,FALSE,26-02-2022
4578,743,,43,FALSE,23-12-2024
3864,736,,,FALSE,25-07-2021
1487,1241,,77,FALSE,28-03-2025
1201,565,3,82,FALSE,14-10-2025
1849,732,,,FALSE,20-02-2024
3370,1153,,,FALSE,08-08-2023
1467,102,9,,FALSE,15-10-2022
3502,874,,71,FALSE,15-01-2021
202,449,,,TRUE,22-07-2020
4608,1398,10,21,FALSE,02-08-2023
2716,169,9,,FALSE,10-03-2023
2408,1101,,43,TRUE,01-07-2024
2768,998,5,,FALSE,02-02-2025
4339,417,,,FALSE,21-01-2024
836,460,,44,FALSE,16-05-2021
1784,1243,1,42,FALSE,05-07-2020
3821,1472,,,FALSE,29-08-2022
2538,400,,,TRUE,17-12-2024
4399,1055,,,FALSE,12-02-2021
2869,405,,,FALSE,29-08-2020
3059,1217,1,,FALSE,03-07-2024
4520,1008,5,,FALSE,23-04-2024
2575,304,,54,FALSE,26-01-2020
2488,138,,57,TRUE,25-09-2020
1955,413,,,FALSE,04-08-2022
3260,1160,,31,FALSE,16-09-2025
4727,1096,,57,FALSE,11-09-2022
785,493,,,FALSE,07-10-2020
2252,344,6,79,FALSE,07-05-2021
1953,1038,,,TRUE,09-11-2020
1535,317,3,,FALSE,18-09-2020
4265,423,1,33,FALSE,08-11-2021
4697,1134,,10,FALSE,23-07-2020
654,1089,5,75,FALSE,13-01-2022
2467,352,,,FALSE,04-03-2022
3650,684,9,,FALSE,07-05-2025
1632,667,9,,FALSE,22-08-2023
561,1445,7,,FALSE,11-06-2021
779,865,,32,TRUE,22-03-2025
1310,1219,,,FALSE,07-08-2021
1799,781,,78,TRUE,20-07-2024
427,710,3,65,TRUE,27-08-2023
4045,431,,20,TRUE,21-08-2022
3348,335,,,FALSE,08-01-2023
2782,931,,,TRUE,24-06-2020
3025,473,8,87,TRUE,16-12-2023
3916,771,7,42,TRUE,27-10-2020
4604,279,,,FALSE,13-06-2025
418,647,1,50,FALSE,31-08-2025
2155,113,5,33,FALSE,19-07-2023
4829,1053,5,,FALSE,05-08-2023
2643,580,10,,TRUE,14-05-2024
4727,376,3,,FALSE,17-10-2021
122,639,3,30,FALSE,19-08-2025
4220,295,8,,FALSE,04-09-2022
1127,1084,,100,FALSE,01-02-2020
2965,274,,,FALSE,24-09-2020
3063,1058,,40,FALSE,23-08-2021
2265,724,10,14,FALSE,13-01-2022
3498,71,,,FALSE,17-01-2021
2499,549,,,FALSE,06-09-2021
2063,29,,22,FALSE,09-08-2020
3176,22,,,FALSE,06-06-2024
4890,579,9,,FALSE,19-04-2025
505,663,,,FALSE,21-02-2022
4662,72,6,,FALSE,13-11-2022
1603,853,5,69,FALSE,06-05-2020
131,482,1,,FALSE,02-05-2023
3024,832,,,FALSE,19-09-2022
11,62,2,41,FALSE,28-04-2025
2362,1310,2,,FALSE,28-03-2025
4460,740,,,FALSE,03-09-2024
3310,1185,,,FALSE,11-07-2022
4649,837,10,,FALSE,05-07-2025
684,693,,,FALSE,10-05-2020
1090,455,4,,TRUE,17-01-2021
1895,1347,,,FALSE,17-04-2021
3033,431,6,,FALSE,17-03-2024
4176,172,3,47,FALSE,26-04-2021
4150,654,,,FALSE,22-02-2021
2540,1198,,,FALSE,10-08-2020
1776,286,10,,FALSE,02-07-2024
321,106,6,77,FALSE,22-03-2023
828,1482,7,,FALSE,26-03-2020
4123,290,,48,FALSE,16-09-2021
3704,984,,,FALSE,18-02-2025
4457,423,,27,FALSE,25-07-2021
2628,46,,10,TRUE,23-02-2020
2096,536,,,FALSE,25-07-2020
2762,844,,,FALSE,05-03-2020
3919,117,5,,FALSE,30-03-2023
1417,1330,,40,FALSE,24-01-2022
4021,1333,,,FALSE,17-05-2024
4236,1498,,,FALSE,14-07-2023
302,672,,,FALSE,02-06-2025
4969,759,,,FALSE,10-01-2021
361,619,,13,TRUE,13-03-2021
4462,255,10,,FALSE,20-07-2024
3873,649,,,FALSE,26-04-2023
4585,1218,,98,TRUE,19-09-2020
620,1393,,65,FALSE,02-04-2020
1756,1091,7,,FALSE,27-11-2020
778,789,1,,FALSE,28-12-2023
3218,256,,,FALSE,18-05-2020
4031,548,,,FALSE,30-08-2023
2855,44,,32,FALSE,13-08-2024
2969,926,,,TRUE,05-09-2021
377,1094,,,FALSE,20-05-2025
3712,818,,,FALSE,12-05-2023
2583,520,,,TRUE,05-10-2020
194,158,,49,TRUE,27-01-2020
3861,413,9,,FALSE,16-04-2022
83,1436,,80,FALSE,09-07-2021
3868,783,,,FALSE,08-09-2025
3239,1084,,,FALSE,11-08-2021
523,468,8,32,FALSE,24-10-2020
4362,17,,,FALSE,16-09-2024
3627,990,,59,FALSE,17-07-2021
3138,38,7,40,FALSE,14-09-2021
2083,313,,,TRUE,12-07-2022
818,1443,,27,TRUE,18-09-2022
1885,476,6,,FALSE,11-05-2022
3235,435,,13,TRUE,26-10-2024
2642,829,,78,FALSE,17-12-2022
3277,1142,,,FALSE,16-02-2022
2546,1070,8,,FALSE,20-03-2021
2579,1183,,,FALSE,20-11-2021
2874,1204,,67,TRUE,15-02-2022
3402,1150,,47,FALSE,20-12-2023
3287,569,,,TRUE,18-05-2024
2144,273,,75,FALSE,21-10-2021
4704,694,,,FALSE,26-06-2023
2202,1323,,,FALSE,04-08-2023
3588,1296,7,75,TRUE,17-11-2025
2150,431,,74,FALSE,06-10-2021
4340,1115,,13,TRUE,09-12-2021
3350,228,,,FALSE,23-05-2022
4787,1492,,,FALSE,16-01-2020
1918,120,,,FALSE,15-01-2021
4557,433,5,,TRUE,11-09-2023
106,418,,,FALSE,11-09-2020
1844,187,4,94,FALSE,31-01-2023
4113,764,9,,FALSE,09-03-2023
382,916,10,,FALSE,29-07-2020
1033,1017,,,TRUE,18-12-2021
3628,1236,9,,FALSE,10-12-2022
1827,264,,89,FALSE,25-10-2022
1218,370,5,,FALSE,19-11-2025
1039,955,1,,FALSE,08-03-2020
2957,443,,,FALSE,28-05-2022
1203,1277,,,TRUE,02-03-2025
4779,1015,,,FALSE,03-11-2020
2362,861,,,FALSE,01-09-2022
2694,279,7,,TRUE,26-09-2023
2957,1352,,21,TRUE,18-10-2020
316,1249,,,FALSE,01-04-2025
4246,125,,21,FALSE,23-08-2024
630,584,,,FALSE,20-02-2021
2576,215,4,,FALSE,02-08-2022
4805,1202,10,,TRUE,07-08-2024
915,1440,,58,FALSE,06-08-2021
4661,1167,8,,FALSE,20-03-2021
908,387,,44,FALSE,28-03-2022
1783,1368,5,75,FALSE,09-07-2022
2348,353,1,,FALSE,14-09-2023
643,984,3,,FALSE,25-10-2021
4287,399,,67,TRUE,05-09-2024
1800,1196,,,FALSE,11-01-2023
4533,38,7,,TRUE,23-04-2025
141,1140,9,62,FALSE,01-05-2024
292,986,,,TRUE,29-08-2023
3767,1120,,30,TRUE,11-01-2025
2022,560,,,TRUE,19-08-2025
1949,124,3,,FALSE,24-06-2021
998,659,,19,FALSE,15-07-2022
347,88,,,FALSE,24-01-2022
3844,1144,9,96,FALSE,19-01-2025
2432,892,8,13,FALSE,16-04-2025
2320,778,,,FALSE,01-12-2024
218,1109,,,FALSE,17-08-2024
4149,73,,95,FALSE,01-02-2022
3707,467,,37,FALSE,25-05-2025
4622,289,,,FALSE,23-06-2022
1620,822,1,,FALSE,05-04-2024
26,31,,,FALSE,27-05-2022
2163,847,8,,FALSE,26-08-2022
608,1238,,,TRUE,10-01-2021
4287,67,,,TRUE,15-01-2024
4460,683,,50,FALSE,14-05-2024
598,441,,,FALSE,24-09-2024
398,1112,,80,FALSE,09-06-2024
2287,1397,,,FALSE,18-02-2023
629,393,,,FALSE,21-02-2025
1007,267,7,,FALSE,26-01-2024
1040,870,,,FALSE,29-08-2020
1070,1237,,,FALSE,12-12-2022
4384,1105,1,,FALSE,17-02-2022
3403,406,6,74,FALSE,21-06-2020
4181,465,,,FALSE,19-11-2024
2327,476,,,TRUE,04-06-2020
2564,985,,,FALSE,23-03-2022
835,713,,,FALSE,06-11-2022
1228,1247,6,86,FALSE,29-01-2022
2706,339,,28,TRUE,20-06-2023
2517,823,3,,FALSE,09-12-2024
1486,403,,,TRUE,21-04-2020
4156,108,,,FALSE,19-06-2024
4334,1132,7,89,FALSE,22-01-2020
35,1156,,72,FALSE,12-04-2022
717,1118,,12,FALSE,21-09-2023
1550,99,1,,TRUE,06-07-2020
2366,722,,84,TRUE,04-05-2023
3964,424,1,26,TRUE,23-11-2024
938,802,,,FALSE,02-09-2021
4968,1099,,,FALSE,10-06-2022
1485,1376,,,FALSE,21-07-2022
3441,1456,3,,FALSE,01-03-2024
2899,108,5,,FALSE,05-01-2024
4896,1249,,57,FALSE,28-07-2021
4342,552,,,FALSE,16-07-2022
3313,1088,,,FALSE,17-06-2025
3581,247,,35,TRUE,13-03-2023
3337,1495,,,TRUE,06-02-2022
2509,1049,,,TRUE,26-06-2020
4062,1321,,,FALSE,04-04-2024
2528,709,,,FALSE,16-12-2022
4428,1190,,23,FALSE,16-08-2022
1216,1370,4,,FALSE,12-04-2022
3432,1184,9,,FALSE,15-09-2021
2595,1139,,,FALSE,18-03-2021
3972,1152,,99,TRUE,24-06-2025
1423,1450,2,,TRUE,18-07-2022
1023,1172,,84,TRUE,20-01-2020
